allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
The Salt Lake Tribune,News Media,Lean Left,https://www.sltrib.com/,https://www.allsides.com/news-source/salt-lake-tribune-media-bias
The Saturday Evening Post,News Media,Center,https://www.saturdayeveningpost.com/,https://www.allsides.com/news-source/saturday-evening-post
The Seattle Times,News Media,Center,https://www.seattletimes.com/,https://www.allsides.com/news-source/seattle-times
The Sierra Club,Think Tank / Policy Group,Lean Left,,https://www.allsides.com/news-source/sierra-club
The South African,News Media,Center,https://www.thesouthafrican.com/,https://www.allsides.com/news-source/south-african-media-bias
The Spectator World,News Media,Right,https://spectatorworld.com/,https://www.allsides.com/news-source/spectator-world-media-bias
The State,News Media,Lean Right,https://thestate.com,https://www.allsides.com/news-source/state-media-bias-0
The State,News Media,Center,https://www.thestate.com/,https://www.allsides.com/news-source/state-media-bias
The State Journal-Register,News Media,Center,https://www.sj-r.com/,https://www.allsides.com/news-source/state-journal-register-media-bias
The Steamboat Institute,Think Tank / Policy Group,Lean Right,http://www.steamboatinstitute.org/,https://www.allsides.com/news-source/steamboat-institute-media-bias
The Sun,News Media,Center,https://www.lowellsun.com/,https://www.allsides.com/news-source/sun-media-bias
The Sun News,News Media,Center,https://www.myrtlebeachonline.com/,https://www.allsides.com/news-source/sun-news-media-bias
The Telegraph - UK,News Media,Lean Right,http://www.telegraph.co.uk/,https://www.allsides.com/news-source/telegraph-uk
The Tennessean,News Media,Center,https://www.tennessean.com/,https://www.allsides.com/news-source/tennesseean-media-bias
The Texan,News Media,Lean Right,https://thetexan.news/,https://www.allsides.com/news-source/texan-media-bias
The Texas Observer,News Media,Lean Left,https://www.texasobserver.org/,https://www.allsides.com/news-source/texas-observer-media-bias
The Texas Tribune,News Media,Lean Left,https://www.texastribune.org/,https://www.allsides.com/news-source/texas-tribune-media-bias
The Thread,Reference,Mixed,https://www.thethreadweekly.com/,https://www.allsides.com/news-source/thread-media-bias
The Times,News Media,Center,https://www.thetimes.co.uk/,https://www.allsides.com/news-source/times-media-bias
The Times and Democrat,News Media,Center,https://thetandd.com/,https://www.allsides.com/news-source/times-and-democrat-media-bias
The Times of Northwest Indiana,News Media,Center,https://www.nwitimes.com/,https://www.allsides.com/news-source/times-northwest-indiana-media-bias
The Times-Independent,News Media,Center,https://www.moabtimes.com/,https://www.allsides.com/news-source/times-independent-media-bias
The Times-Picayune,News Media,Center,http://www.nola.com/,https://www.allsides.com/news-source/times-picayune
The TimesDaily,News Media,Center,https://www.timesdaily.com/,https://www.allsides.com/news-source/timesdaily-media-bias
The Topeka Capital-Journal,News Media,Center,https://www.cjonline.com/,https://www.allsides.com/news-source/topeka-capital-journal-media-bias
The Trentonian,News Media,Center,https://www.trentonian.com/,https://www.allsides.com/news-source/trentonian-media-bias
The Verge,News Media,Lean Left,http://www.theverge.com/politics,https://www.allsides.com/news-source/verge
The Village Square,Dialogue & Debate,Mixed,http://villagesquare.us/,https://www.allsides.com/news-source/village-square
The Vindicator,News Media,Center,https://www.vindy.com/,https://www.allsides.com/news-source/vindicator-media-bias
The Virginia Gazette,News Media,Center,https://www.dailypress.com/virginiagazette/,https://www.allsides.com/news-source/virginia-gazette-media-bias
The Virginian-Pilot,News Media,Center,https://www.pilotonline.com/,https://www.allsides.com/news-source/virginian-pilot-media-bias
The Walsh County Record,News Media,Center,https://www.wcrecord.com/,https://www.allsides.com/news-source/walsh-county-record-media-bias
The Washington Informer,News Media,Lean Left,https://www.washingtoninformer.com/,https://www.allsides.com/news-source/washington-informer-media-bias
The Washington Sun,News Media,Center,https://www.thewashingtonsun.com/,https://www.allsides.com/news-source/washington-sun-media-bias
The Week - News,News Media,Lean Left,http://theweek.com/,https://www.allsides.com/news-source/the-week-bias
The Week - Opinion,News Media,Lean Left,https://theweek.com/section/opinion,https://www.allsides.com/news-source/week-opinion-media-bias
The Weekly Packet,News Media,Center,https://weeklypacket.com/,https://www.allsides.com/news-source/weekly-packet-media-bias
The Weekly Standard,News Media,Right,http://www.weeklystandard.com/,https://www.allsides.com/news-source/weekly-standard
The Weirton Daily Times,News Media,Center,https://www.weirtondailytimes.com/,https://www.allsides.com/news-source/weirton-daily-times-media-bias
The Westerly Sun,News Media,Center,https://www.thewesterlysun.com/,https://www.allsides.com/news-source/westerly-sun-media-bias
The Western Journal,News Media,Right,http://www.westernjournalism.com/,https://www.allsides.com/news-source/western-journalism
The Wichita Eagle,News Media,Center,https://www.kansas.com/,https://www.allsides.com/news-source/wichita-eagle-media-bias
The Wyoming Tribune Eagle,News Media,Center,https://www.wyomingnews.com/,https://www.allsides.com/news-source/wyoming-tribune-eagle-media-bias
The Young Turks,News Media,Left,https://tyt.com/,https://www.allsides.com/news-source/young-turks-media-bias
TheGailyGrind,News Media,Left,https://thegailygrind.com/,https://www.allsides.com/news-source/thegailygrind-media-bias
Them,News Media,Lean Left,https://www.them.us/,https://www.allsides.com/news-source/them-media-bias
theSkimm,News Media,Lean Left,https://www.theskimm.com/,https://www.allsides.com/news-source/theskimm-media-bias
ThinkProgress,News Media,Left,http://thinkprogress.org/,https://www.allsides.com/news-source/thinkprogress-bias
THV11,News Media,Center,https://www.thv11.com/,https://www.allsides.com/news-source/thv11-media-bias
Time Magazine,News Media,Lean Left,http://www.time.com/,https://www.allsides.com/news-source/time-magazine-news-media-bias
Times Argus,News Media,Center,https://www.timesargus.com/,https://www.allsides.com/news-source/times-argus-media-bias
Times Union,News Media,Center,https://www.timesunion.com/,https://www.allsides.com/news-source/times-union-media-bias
Toronto Star,News Media,Center,http://www.thestar.com/,https://www.allsides.com/news-source/toronto-star
Townhall,News Media,Right,http://townhall.com/,https://www.allsides.com/news-source/townhall-bias
Trains.com,News Media,Center,https://www.trains.com/,https://www.allsides.com/news-source/trainscom-media-bias
Trans Writes,News Media,Lean Left,https://transwrites.world/,https://www.allsides.com/news-source/trans-writes-media-bias
Tri-City Herald,News Media,Center,https://www.tri-cityherald.com/,https://www.allsides.com/news-source/tri-city-herald-media-bias
Truth or Fiction ,Fact Check,Lean Left,https://www.truthorfiction.com/,https://www.allsides.com/news-source/truth-or-fiction
Truthdig,News Media,Left,https://www.truthdig.com/,https://www.allsides.com/news-source/truthdig-media-bias
TruthOut,News Media,Lean Left,http://www.truth-out.org/,https://www.allsides.com/news-source/truthout
Tulsa World,News Media,Center,https://tulsaworld.com/,https://www.allsides.com/news-source/tulsa-world-media-bias
Turning Point USA,Think Tank / Policy Group,Right,,https://www.allsides.com/news-source/turning-point-usa-media-bias
Tuscaloosa News,News Media,Center,https://www.tuscaloosanews.com/,https://www.allsides.com/news-source/tuscaloosa-news-media-bias
Twin Cities PBS,News Media,Center,https://www.tpt.org/,https://www.allsides.com/news-source/twin-cities-pbs-media-bias
Twin Cities Pioneer Press,News Media,Center,https://www.twincities.com/,https://www.allsides.com/news-source/twin-cities-pioneer-press-media-bias
Twin City Times,News Media,Center,https://twincitytimes.com/,https://www.allsides.com/news-source/twin-city-times-media-bias
U.S. News & World Report,News Media,Lean Left,http://www.usnews.com/,https://www.allsides.com/news-source/us-news-and-world-report
UnHerd,News Media,Lean Right,https://unherd.com/,https://www.allsides.com/news-source/unherd-media-bias
United Methodist Insight,News Media,Left,https://um-insight.net/,https://www.allsides.com/news-source/united-methodist-insight-media-bias
United Methodist News,News Media,Lean Left,https://www.umnews.org/en/,https://www.allsides.com/news-source/united-methodist-news-media-bias
United Press International,News Media,Center,https://www.upi.com/,https://www.allsides.com/news-source/united-press-international-media-bias
United States Courts,Reference,Center,http://www.uscourts.gov/,https://www.allsides.com/news-source/united-states-courts
Univision,News Media,Lean Left,http://www.univision.com/,https://www.allsides.com/news-source/univision
Up First,Podcast,Center,https://www.npr.org/podcasts/510318/up-first,https://www.allsides.com/news-source/first-media-bias
Upward News ,News Media,Lean Right,https://www.upward.news/,https://www.allsides.com/news-source/upward-news-media-bias
Upworthy,News Media,Left,http://upworthy.com,https://www.allsides.com/news-source/upworthy
Urban Institute,Think Tank / Policy Group,Lean Left,,https://www.allsides.com/news-source/urban-institute
USA TODAY,News Media,Lean Left,https://www.usatoday.com/,https://www.allsides.com/news-source/usa-today-media-bias
USA TODAY Fact Check,Fact Check,Lean Left,https://www.usatoday.com/news/factcheck/,https://www.allsides.com/news-source/usa-today-fact-check-media-bias
Vanderbilt Project on Unity and American Democracy,Think Tank / Policy Group,Center,https://www.vanderbilt.edu/unity/,https://www.allsides.com/news-source/vanderbilt-project-unity-and-american-democracy-media-bias
Vanity Fair,News Media,Lean Left,http://www.vanityfair.com/,https://www.allsides.com/news-source/vanity-fair
Variety,News Media,Center,https://variety.com/,https://www.allsides.com/news-source/variety-media-bias
Vatican News,News Media,Lean Right,https://www.vaticannews.va/,https://www.allsides.com/news-source/vatican-news-media-bias
Verify,Fact Check,Center,https://www.verifythis.com/,https://www.allsides.com/news-source/verify-media-bias
Vermont Standard,News Media,Center,https://thevermontstandard.com/,https://www.allsides.com/news-source/vermont-standard-media-bias
Vice,News Media,Left,https://www.vice.com/en,https://www.allsides.com/news-source/vice-media-bias
Virginia Center for Investigative Journalism,News Media,Lean Left,https://vcij.org/,https://www.allsides.com/news-source/virginia-center-investigative-journalism-media-bias
Virginia Mercury,News Media,Center,https://www.virginiamercury.com/,https://www.allsides.com/news-source/virginia-mercury-media-bias
Virtue Online,News Media,Right,https://virtueonline.org/,https://www.allsides.com/news-source/virtue-online-media-bias
Vogue,News Media,Left,https://www.vogue.com/,https://www.allsides.com/news-source/vogue-media-bias
Voice of America,News Media,Center,http://voanews.com,https://www.allsides.com/news-source/voice-america
Volante,News Media,Center,http://volanteonline.com/,https://www.allsides.com/news-source/volante
Vote Smart,Think Tank / Policy Group,Center,http://www.votesmart.org,https://www.allsides.com/news-source/vote-smark
Votebeat,News Media,Center,https://www.votebeat.org/,https://www.allsides.com/news-source/votebeat-media-bias
Vox,News Media,Left,http://www.vox.com,https://www.allsides.com/news-source/vox-news-media-bias
Vox Conversations ,Podcast,Mixed,https://www.vox.com/vox-conversations-podcast,https://www.allsides.com/news-source/vox-conversations-media-bias
VT Digger,News Media,Lean Left,http://vtdigger.org/,https://www.allsides.com/news-source/vt-digger
Wake Up to Politics,News Media,Center,http://www.wakeuptopolitics.com,https://www.allsides.com/news-source/wake-politics-media-bias
Wall Street Journal (News),News Media,Center,http://wsj.com/,https://www.allsides.com/news-source/wall-street-journal-media-bias
Wall Street Journal (Opinion),News Media,Lean Right,https://www.wsj.com/news/opinion,https://www.allsides.com/news-source/wall-street-journal-opinion
WANDTV,News Media,Center,https://www.wandtv.com/,https://www.allsides.com/news-source/wandtv-media-bias
Washington Blade,News Media,Lean Left,https://www.washingtonblade.com/,https://www.allsides.com/news-source/washington-blade-media-bias
Washington City Paper,News Media,Center,https://washingtoncitypaper.com/,https://www.allsides.com/news-source/washington-city-paper-media-bias
Washington Diplomat,News Media,Center,https://washdiplomat.com/,https://www.allsides.com/news-source/washington-diplomat-media-bias
Washington Examiner,News Media,Lean Right,http://washingtonexaminer.com/,https://www.allsides.com/news-source/washington-examiner
Washington Free Beacon,News Media,Right,http://freebeacon.com/,https://www.allsides.com/news-source/washington-free-beacon
Washington Monthly,News Media,Lean Left,http://washingtonmonthly.com/,https://www.allsides.com/news-source/washington-monthly
Washington Post,News Media,Lean Left,https://www.washingtonpost.com/,https://www.allsides.com/news-source/washington-post-media-bias
Washington Post Fact Check,Fact Check,Lean Left,https://www.washingtonpost.com/news/fact-checker/,https://www.allsides.com/news-source/fact-checker-washington-post-media-bias
Washington Times,News Media,Lean Right,http://www.washingtontimes.com/,https://www.allsides.com/news-source/washington-times-bias
Watchdog.org,News Media,Lean Right,https://www.thecentersquare.com/,https://www.allsides.com/news-source/watchdogorg
Watertown Public Opinion,News Media,Center,https://www.thepublicopinion.com/,https://www.allsides.com/news-source/watertown-public-opinion-media-bias
WBUR,News Media,Center,https://www.wbur.org/,https://www.allsides.com/news-source/wbur-media-bias
WCVB,News Media,Center,https://www.wcvb.com/,https://www.allsides.com/news-source/wcvb-media-bias
WDSU,News Media,Center,https://www.wdsu.com/,https://www.allsides.com/news-source/wdsu-media-bias
West Hawaii Today,News Media,Center,https://www.westhawaiitoday.com/,https://www.allsides.com/news-source/west-hawaii-today-media-bias
West Texas Tribune,News Media,Center,https://westtexastribune.org/,https://www.allsides.com/news-source/west-texas-tribune-media-bias
Weston Democrat,News Media,Center,https://www.wvnews.com/westondemocrat/,https://www.allsides.com/news-source/weston-democrat-media-bias
WFAE,News Media,Center,http://wfae.org/,https://www.allsides.com/news-source/wfae
WFSA,News Media,Lean Left,https://www.wsfa.com/,https://www.allsides.com/news-source/wfsa-media-bias
WGBH,News Media,Center,http://news.wgbh.org/,https://www.allsides.com/news-source/wgbh
WGN,News Media,Center,https://wgntv.com/,https://www.allsides.com/news-source/wgn-media-bias
What's News,Podcast,Center,https://www.wsj.com/podcasts/whats-news,https://www.allsides.com/news-source/whats-news-media-bias
Whatfinger News,News Media,Right,https://www.whatfinger.com/,https://www.allsides.com/news-source/whatfinger-news-media-bias
Whitehouse.gov,Think Tank / Policy Group,Lean Left,http://www.whitehouse.gov/,https://www.allsides.com/news-source/whitehousegov
Whittier Daily News,News Media,Center,https://www.whittierdailynews.com/,https://www.allsides.com/news-source/whittier-daily-news-media-bias
Winona Daily,News Media,Center,https://www.winonadailynews.com/,https://www.allsides.com/news-source/winona-daily-media-bias
Winona Times,News Media,Center,https://www.winonatimes.com/,https://www.allsides.com/news-source/winona-times-media-bias
Wired,News Media,Center,https://www.wired.com/,https://www.allsides.com/news-source/wired
Wisconsin Gazette,News Media,Lean Left,http://wisconsingazette.com/,https://www.allsides.com/news-source/wisconsin-gazette
Wisconsin State Journal,News Media,Center,https://madison.com/wsj/,https://www.allsides.com/news-source/wisconsin-state-journal-media-bias
WND,News Media,Right,http://www.wnd.com/,https://www.allsides.com/news-source/wnd-media-bias
WNYC,News Media,Lean Left,https://www.wnyc.org/,https://www.allsides.com/news-source/wnyc-new-jersey-public-radio-media-bias
World Magazine,News Media,Right,https://wng.org/,https://www.allsides.com/news-source/world-magazine-media-bias
World Wildlife,Think Tank / Policy Group,Center,https://www.worldwildlife.org/,https://www.allsides.com/news-source/world-wildlife-media-bias
World Wildlife Fund,,Center,,https://www.allsides.com/news-source/world-wildlife-fund
Worthy News,News Media,Center,https://www.worthynews.com/,https://www.allsides.com/news-source/worthy-news-media-bias
WVNews.com,News Media,Center,https://www.wvnews.com/,https://www.allsides.com/news-source/wvnewscom-media-bias
WyoFile,News Media,Lean Right,https://wyofile.com/,https://www.allsides.com/news-source/wyofile-media-bias
Wyoming Public Media,News Media,Lean Left,https://www.wyomingpublicmedia.org/,https://www.allsides.com/news-source/wyoming-public-media-media-bias
Yahoo News,News Media,Lean Left,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias
Yahoo! The 360,News Media,Mixed,https://news.yahoo.com/tagged/360/,https://www.allsides.com/news-source/yahoo-360-media-bias
Yakima Herald-Republic,News Media,Center,https://www.yakimaherald.com/,https://www.allsides.com/news-source/yakima-herald-republic-media-bias
Yes! Magazine,News Media,Left,http://www.yesmagazine.org/,https://www.allsides.com/news-source/yes-magazine
York Dispatch,News Media,Center,https://www.yorkdispatch.com/,https://www.allsides.com/news-source/york-dispatch-media-bias
Yuma Sun,News Media,Center,https://www.yumasun.com/,https://www.allsides.com/news-source/yuma-sun-media-bias
ZeroHedge,News Media,Lean Right,http://zerohedge.com,https://www.allsides.com/news-source/zerohedge-media-bias
